,property_link,suburb,address,property_type,price,attributes,closest_school
2685,https://www.domain.com.au/2-10-allambee-avenue-camberwell-vic-3124-16087121,CAMBERWELL VIC 3124,"2/10 Allambee Avenue, CAMBERWELL VIC 3124",Apartment,$610.00,"['2 Beds', '1 Bath', '2 Parking']",0.6 km away
2686,https://www.domain.com.au/2-10-allambee-avenue-camberwell-vic-3124-16087120,CAMBERWELL VIC 3124,"2/10 Allambee Avenue, CAMBERWELL VIC 3124",Apartment,$610.00,"['2 Beds', '1 Bath', '2 Parking']",0.6 km away
2687,https://www.domain.com.au/1-10-unsworth-road-ringwood-north-vic-3134-16087054,RINGWOOD NORTH VIC 3134,"1/10 Unsworth Road, RINGWOOD NORTH VIC 3134",Apartment,$750 pw,"['3 Beds', '2 Baths', '2 Parking']",0.4 km away
2688,https://www.domain.com.au/14a-howard-street-maidstone-vic-3012-14346725,MAIDSTONE VIC 3012,"14A Howard Street, MAIDSTONE VIC 3012",Apartment,$675 per week,"['3 Beds', '2 Baths', '1 Parking']",0.2 km away
2689,https://www.domain.com.au/42-innes-court-berwick-vic-3806-16086918,BERWICK VIC 3806,"42 Innes Court, BERWICK VIC 3806",Apartment,$470,"['3 Beds', '2 Baths', '2 Parking']",0.9 km away
2690,https://www.domain.com.au/8-80-richardson-street-essendon-vic-3040-10898707,ESSENDON VIC 3040,"8/80 Richardson Street, ESSENDON VIC 3040",Apartment,$580.00 per week,"['3 Beds', '3 Baths', '1 Parking']",0.9 km away
2691,https://www.domain.com.au/2-11-aurisch-avenue-glen-waverley-vic-3150-16086638,GLEN WAVERLEY VIC 3150,"2/11 Aurisch Avenue, GLEN WAVERLEY VIC 3150",Apartment,$540,"['3 Beds', '2 Baths', '2 Parking']",0.5 km away
2692,https://www.domain.com.au/10-perissos-place-keysborough-vic-3173-16086535,KEYSBOROUGH VIC 3173,"10 Perissos Place, KEYSBOROUGH VIC 3173",Apartment,$540 per week,"['3 Beds', '2 Baths', '1 Parking']",1.2 km away
2693,https://www.domain.com.au/1-13-cortland-street-wyndham-vale-vic-3024-15478064,WYNDHAM VALE VIC 3024,"1/13 Cortland Street, WYNDHAM VALE VIC 3024",Apartment,$350,"['2 Beds', '2 Baths', '1 Parking']",2.2 km away
2694,https://www.domain.com.au/4-27-carder-avenue-seaford-vic-3198-16086452,SEAFORD VIC 3198,"4/27 Carder Avenue, SEAFORD VIC 3198",Apartment,$350.00 per week,"['2 Beds', '1 Bath', '1 Parking']",0.3 km away
2695,https://www.domain.com.au/49c-hope-way-tarneit-vic-3029-16086430,TARNEIT VIC 3029,"49c Hope Way, TARNEIT VIC 3029",Apartment,$360,"['3 Beds', '2 Baths', '1 Parking']",0.9 km away
2696,https://www.domain.com.au/3-69-farview-street-glenroy-vic-3046-16086418,GLENROY VIC 3046,"3/69 Farview Street, GLENROY VIC 3046",Apartment,$420 pw,"['2 Beds', '1 Bath', '1 Parking']",0.8 km away
2697,https://www.domain.com.au/3-12-holland-court-maidstone-vic-3012-16086397,MAIDSTONE VIC 3012,"3/12 Holland Court, MAIDSTONE VIC 3012",Apartment,$420 P/W,"['2 Beds', '1 Bath', '1 Parking']",1.2 km away
2698,https://www.domain.com.au/28-luella-lane-pakenham-vic-3810-16086394,PAKENHAM VIC 3810,"28 Luella Lane, PAKENHAM VIC 3810",Apartment,$440 pw,"['3 Beds', '2 Baths', '2 Parking']",1.7 km away
2699,https://www.domain.com.au/2-roosevelt-way-point-cook-vic-3030-16086384,POINT COOK VIC 3030,"2 Roosevelt Way, POINT COOK VIC 3030",Apartment,$400 PW,"['3 Beds', '2 Baths', '2 Parking']",0.9 km away
2700,https://www.domain.com.au/4-32-adrian-street-chadstone-vic-3148-16002735,CHADSTONE VIC 3148,"4/32 Adrian Street, CHADSTONE VIC 3148",Apartment,$615,"['4 Beds', '2 Baths', '2 Parking']",0.5 km away
2701,https://www.domain.com.au/6-1-3-clarendon-street-avondale-heights-vic-3034-16086316,AVONDALE HEIGHTS VIC 3034,"6/1-3 Clarendon Street, AVONDALE HEIGHTS VIC 3034",Apartment,$505.00,"['3 Beds', '1 Bath', '1 Parking']",0.1 km away
2702,https://www.domain.com.au/1a-melissa-st-strathmore-vic-3041-15993305,STRATHMORE VIC 3041,"1A Melissa St, STRATHMORE VIC 3041",Apartment,$375 weekly,"['2 Beds', '1 Bath', '2 Parking']",0.5 km away
2703,https://www.domain.com.au/1-8-barry-street-reservoir-vic-3073-14083839,RESERVOIR VIC 3073,"1/8 Barry Street, RESERVOIR VIC 3073",Apartment,$470,"['3 Beds', '1 Bath', '1 Parking']",0.2 km away
2704,https://www.domain.com.au/8-davison-place-south-yarra-vic-3141-16086287,SOUTH YARRA VIC 3141,"8 Davison Place, SOUTH YARRA VIC 3141",Apartment,"$1,900 Per Week","['4 Beds', '4 Baths', '2 Parking']",1.1 km away
2705,https://www.domain.com.au/7-12-bourke-street-ringwood-vic-3134-16086205,RINGWOOD VIC 3134,"7/12 Bourke Street, RINGWOOD VIC 3134",Apartment,$470 per week,"['3 Beds', '2 Baths', '1 Parking']",1.3 km away
2706,https://www.domain.com.au/12-8-10-austin-crescent-pascoe-vale-vic-3044-15175125,PASCOE VALE VIC 3044,"12/8-10 Austin Crescent, PASCOE VALE VIC 3044",Apartment,$410 per week,"['2 Beds', '2 Baths', '1 Parking']",0.9 km away
2707,https://www.domain.com.au/1-251-oriel-road-heidelberg-west-vic-3081-16086117,HEIDELBERG WEST VIC 3081,"1/251 Oriel Road, HEIDELBERG WEST VIC 3081",Apartment,$550pw,"['3 Beds', '2 Baths', '2 Parking']",1.6 km away
2708,https://www.domain.com.au/1-5-collett-avenue-ringwood-vic-3134-16086074,RINGWOOD VIC 3134,"1/5 Collett Avenue, RINGWOOD VIC 3134",Apartment,$750 per week,"['4 Beds', '2 Baths', '2 Parking']",0.1 km away
2709,https://www.domain.com.au/18a-thornton-street-bentleigh-east-vic-3165-16086066,BENTLEIGH EAST VIC 3165,"18A Thornton Street, BENTLEIGH EAST VIC 3165",Apartment,$820 per week,"['4 Beds', '2 Baths', '2 Parking']",1 km away
2710,https://www.domain.com.au/35-peel-street-windsor-vic-3181-12330424,WINDSOR VIC 3181,"35 Peel Street, WINDSOR VIC 3181",Apartment,$985 per week,"['3 Beds', '2 Baths', '2 Parking']",0.6 km away
2711,https://www.domain.com.au/2-33-o-connor-street-reservoir-vic-3073-16085963,RESERVOIR VIC 3073,"2/33 O'Connor Street, RESERVOIR VIC 3073",Apartment,$420 per week,"['2 Beds', '1 Bath', '1 Parking']",0.4 km away
2712,https://www.domain.com.au/3b-wedd-street-cheltenham-vic-3192-16085952,CHELTENHAM VIC 3192,"3B Wedd Street, CHELTENHAM VIC 3192",Apartment,$650.00,"['3 Beds', '2 Baths', '1 Parking']",0.5 km away
2713,https://www.domain.com.au/1-557-middleborough-road-box-hill-north-vic-3129-16085946,BOX HILL NORTH VIC 3129,"1/557 Middleborough Road, BOX HILL NORTH VIC 3129",Apartment,$700 per week,"['6 Beds', '3 Baths', '2 Parking']",0.6 km away
2714,https://www.domain.com.au/7-13-grandview-grove-hawthorn-east-vic-3123-16085870,HAWTHORN EAST VIC 3123,"7/13 Grandview Grove, HAWTHORN EAST VIC 3123",Apartment,$780.00,"['3 Beds', '2 Baths', '2 Parking']",0.6 km away
2715,https://www.domain.com.au/37b-pamela-street-mount-waverley-vic-3149-14728638,MOUNT WAVERLEY VIC 3149,"37B Pamela Street, MOUNT WAVERLEY VIC 3149",Apartment,$695,"['3 Beds', '2 Baths', '2 Parking']",0.6 km away
2716,https://www.domain.com.au/5f-98-o-shanassy-street-north-melbourne-vic-3051-16083756,NORTH MELBOURNE VIC 3051,"5F/98 O'Shanassy Street, NORTH MELBOURNE VIC 3051",Apartment,$700,"['3 Beds', '2 Baths', '2 Parking']",0.5 km away
2717,https://www.domain.com.au/12-38-lawson-street-essendon-vic-3040-11164153,ESSENDON VIC 3040,"12/38 Lawson Street, ESSENDON VIC 3040",Apartment,$485 per week,"['2 Beds', '2 Baths', '1 Parking']",0.7 km away
2718,https://www.domain.com.au/2-62-chapman-avenue-glenroy-vic-3046-16085659,GLENROY VIC 3046,"2/62 Chapman Avenue, GLENROY VIC 3046",Apartment,$400 per week,"['2 Beds', '1 Bath', '1 Parking']",0.5 km away
2719,https://www.domain.com.au/37-62-andrew-street-melton-south-vic-3338-13579108,MELTON SOUTH VIC 3338,"37/62 Andrew Street, MELTON SOUTH VIC 3338",Apartment,$330,"['3 Beds', '1 Bath', '1 Parking']",0.9 km away
2720,https://www.domain.com.au/6-12-phillip-street-mentone-vic-3194-13444145,MENTONE VIC 3194,"6/12 Phillip Street, MENTONE VIC 3194",Apartment,$580 PER WEEK,"['3 Beds', '2 Baths', '1 Parking']",0.9 km away
2721,https://www.domain.com.au/2-348-huntingdale-road-oakleigh-south-vic-3167-16085609,OAKLEIGH SOUTH VIC 3167,"2/348 Huntingdale Road, OAKLEIGH SOUTH VIC 3167",Apartment,$625.00 Per Week,"['3 Beds', '2 Baths', '2 Parking']",0.2 km away
2722,https://www.domain.com.au/39-coast-drive-torquay-vic-3228-14260804,TORQUAY VIC 3228,"39 Coast Drive, TORQUAY VIC 3228",Apartment,$530 per week,"['2 Beds', '2 Baths', '2 Parking']",0.8 km away
2723,https://www.domain.com.au/9-307-grange-road-ormond-vic-3204-16085523,ORMOND VIC 3204,"9/307 Grange Road, ORMOND VIC 3204",Apartment,under application,"['2 Beds', '2 Baths', '1 Parking']",0.9 km away
2724,https://www.domain.com.au/20-metropol-lane-geelong-west-vic-3218-15380336,GEELONG WEST VIC 3218,"20 Metropol Lane, GEELONG WEST VIC 3218",Apartment,$640,"['3 Beds', '2 Baths', '2 Parking']",0.6 km away
2725,https://www.domain.com.au/2-5-afton-street-aberfeldie-vic-3040-16085124,ABERFELDIE VIC 3040,"2/5 Afton Street, ABERFELDIE VIC 3040",Apartment,$820 Per Week,"['4 Beds', '2 Baths', '1 Parking']",0.5 km away
2726,https://www.domain.com.au/2-44-cedric-street-mordialloc-vic-3195-15233522,MORDIALLOC VIC 3195,"2/44 Cedric Street, MORDIALLOC VIC 3195",Apartment,$400 Per Week,"['2 Beds', '1 Bath', '1 Parking']",0.9 km away
2727,https://www.domain.com.au/3-16-thompson-road-patterson-lakes-vic-3197-16085006,PATTERSON LAKES VIC 3197,"3/16 Thompson Road, PATTERSON LAKES VIC 3197",Apartment,$520 per week,"['3 Beds', '2 Baths', '2 Parking']",0.2 km away
2728,https://www.domain.com.au/4-ursa-street-belmont-vic-3216-16084963,BELMONT VIC 3216,"4 Ursa Street, BELMONT VIC 3216",Apartment,$500 per week,"['3 Beds', '1 Bath', '1 Parking']",0.5 km away
2729,https://www.domain.com.au/1-11-takapuna-street-caulfield-south-vic-3162-15969169,CAULFIELD SOUTH VIC 3162,"1/11 Takapuna Street, CAULFIELD SOUTH VIC 3162",Apartment,$725.00,"['4 Beds', '2 Baths', '2 Parking']",0.5 km away
2730,https://www.domain.com.au/6-39-hillside-grove-airport-west-vic-3042-16048057,AIRPORT WEST VIC 3042,"6/39 Hillside Grove, AIRPORT WEST VIC 3042",Apartment,$495pw/$2151pcm,"['3 Beds', '2 Baths', '2 Parking']",0.5 km away
2731,https://www.domain.com.au/52-bateman-road-kensington-vic-3031-11255828,KENSINGTON VIC 3031,"52 Bateman Road, KENSINGTON VIC 3031",Apartment,$680 per week,"['3 Beds', '2 Baths', '2 Parking']",0.9 km away
2732,https://www.domain.com.au/4-258-parer-road-airport-west-vic-3042-16084821,AIRPORT WEST VIC 3042,"4/258 Parer Road, AIRPORT WEST VIC 3042",Apartment,$730 Per Week,"['4 Beds', '2 Baths', '1 Parking']",1.2 km away
2733,https://www.domain.com.au/29-14-outlook-way-sunbury-vic-3429-16084512,SUNBURY VIC 3429,"29/14 Outlook Way, SUNBURY VIC 3429",Apartment,$390,"['3 Beds', '2 Baths', '1 Parking']",0.5 km away
2734,https://www.domain.com.au/2-12-streldon-avenue-strathmore-vic-3041-16084501,STRATHMORE VIC 3041,"2/12 Streldon Avenue, STRATHMORE VIC 3041",Apartment,$510 Per Week,"['3 Beds', '2 Baths', '4 Parking']",0.3 km away
2735,https://www.domain.com.au/4-20-riverview-street-avondale-heights-vic-3034-16084475,AVONDALE HEIGHTS VIC 3034,"4/20 Riverview Street, AVONDALE HEIGHTS VIC 3034",Apartment,$630pw/$2738pcm,"['3 Beds', '2 Baths', '1 Parking']",0.7 km away
2736,https://www.domain.com.au/21-5-peter-street-grovedale-vic-3216-16084249,GROVEDALE VIC 3216,"21/5 Peter Street, GROVEDALE VIC 3216",Apartment,$390.00 pw,"['2 Beds', '1 Bath', '1 Parking']",0.8 km away
2737,https://www.domain.com.au/26a-robertson-street-thomson-vic-3219-15373278,THOMSON VIC 3219,"26a Robertson Street, THOMSON VIC 3219",Apartment,$340,"['2 Beds', '2 Baths', '− Parking']",0.4 km away
2738,https://www.domain.com.au/12a-sophia-street-sunshine-west-vic-3020-16084210,SUNSHINE WEST VIC 3020,"12a Sophia Street, SUNSHINE WEST VIC 3020",Apartment,$420 pw,"['3 Beds', '2 Baths', '2 Parking']",0.8 km away
2739,https://www.domain.com.au/72-epsom-road-ascot-vale-vic-3032-16084152,ASCOT VALE VIC 3032,"72 Epsom Road, ASCOT VALE VIC 3032",Apartment,$620 per week,"['3 Beds', '2 Baths', '2 Parking']",0.6 km away
2740,https://www.domain.com.au/3-6-gilmour-rd-camberwell-vic-3124-16066737,CAMBERWELL VIC 3124,"3/6 Gilmour Rd, CAMBERWELL VIC 3124",Apartment,"$1,395.00","['4 Beds', '3 Baths', '2 Parking']",0.7 km away
2741,https://www.domain.com.au/16-516-518-moreland-road-brunswick-west-vic-3055-16084033,BRUNSWICK WEST VIC 3055,"16/516-518 Moreland Road, BRUNSWICK WEST VIC 3055",Apartment,$411 per week,"['2 Beds', '1 Bath', '1 Parking']",0.7 km away
2742,https://www.domain.com.au/3-6-gilmour-rd-camberwell-vic-3124-16066736,CAMBERWELL VIC 3124,"3/6 Gilmour Rd, CAMBERWELL VIC 3124",Apartment,"$1,395.00","['4 Beds', '3 Baths', '2 Parking']",0.7 km away
2743,https://www.domain.com.au/62-park-lane-mount-waverley-vic-3149-16083848,MOUNT WAVERLEY VIC 3149,"62 Park Lane, MOUNT WAVERLEY VIC 3149",Apartment,$730 Per Week,"['4 Beds', '2 Baths', '2 Parking']",0.3 km away
2744,https://www.domain.com.au/30-80-enterprise-dr-bundoora-vic-3083-16083831,BUNDOORA VIC 3083,"30/80 Enterprise Dr, BUNDOORA VIC 3083",Apartment,$385 weekly,"['2 Beds', '1 Bath', '2 Parking']",1.4 km away
2745,https://www.domain.com.au/2b-lyons-street-glenroy-vic-3046-10333829,GLENROY VIC 3046,"2B Lyons Street, GLENROY VIC 3046",Apartment,$500 Per Week,"['3 Beds', '3 Baths', '1 Parking']",0.4 km away
2746,https://www.domain.com.au/12-1a-main-drive-bundoora-vic-3083-15948201,BUNDOORA VIC 3083,"12/1A Main Drive, BUNDOORA VIC 3083",Apartment,$410 per week,"['4 Beds', '2 Baths', '1 Parking']",0.8 km away
2747,https://www.domain.com.au/2-770-waverley-road-glen-waverley-vic-3150-16083788,GLEN WAVERLEY VIC 3150,"2/770 Waverley Road, GLEN WAVERLEY VIC 3150",Apartment,$690 p.w.,"['4 Beds', '2 Baths', '2 Parking']",0.8 km away
2748,https://www.domain.com.au/1-715-pascoe-vale-rd-glenroy-vic-3046-14276587,GLENROY VIC 3046,"1/715 Pascoe Vale Rd, GLENROY VIC 3046",Apartment,$400,"['2 Beds', '1 Bath', '2 Parking']",0.8 km away
2749,https://www.domain.com.au/2-31-rothschild-street-glen-huntly-vic-3163-16083688,GLEN HUNTLY VIC 3163,"2/31 Rothschild Street, GLEN HUNTLY VIC 3163",Apartment,$520.00 Per Week,"['2 Beds', '2 Baths', '− Parking']",0.6 km away
2750,https://www.domain.com.au/34-royal-road-braybrook-vic-3019-16083647,BRAYBROOK VIC 3019,"34 Royal Road, BRAYBROOK VIC 3019",Apartment,$650 Per Week,"['4 Beds', '3 Baths', '2 Parking']",0.7 km away
2751,https://www.domain.com.au/2-274-barkers-road-hawthorn-vic-3122-9533037,HAWTHORN VIC 3122,"2/274 Barkers Road, HAWTHORN VIC 3122",Apartment,$580.00 per week,"['3 Beds', '1 Bath', '2 Parking']",0.9 km away
2752,https://www.domain.com.au/2-19-bride-avenue-hampton-park-vic-3976-16002038,HAMPTON PARK VIC 3976,"2/19 Bride Avenue, HAMPTON PARK VIC 3976",Apartment,$440,"['3 Beds', '2 Baths', '1 Parking']",0.4 km away
2753,https://www.domain.com.au/1-36-burnley-street-richmond-vic-3121-16083578,RICHMOND VIC 3121,"1/36 Burnley Street, RICHMOND VIC 3121",Apartment,$710.00,"['2 Beds', '2 Baths', '1 Parking']",0.3 km away
2754,https://www.domain.com.au/10-12-14-barker-street-cheltenham-vic-3192-16083502,CHELTENHAM VIC 3192,"10/12-14 Barker Street, CHELTENHAM VIC 3192",Apartment,$640 pw,"['3 Beds', '2 Baths', '2 Parking']",0.5 km away
2755,https://www.domain.com.au/2-bourneville-avenue-brighton-east-vic-3187-16083472,BRIGHTON EAST VIC 3187,"2 Bourneville Avenue, BRIGHTON EAST VIC 3187",Apartment,$950.00,"['4 Beds', '2 Baths', '2 Parking']",1.2 km away
2756,https://www.domain.com.au/4-19-tyne-street-box-hill-north-vic-3129-16083381,BOX HILL NORTH VIC 3129,"4/19 Tyne Street, BOX HILL NORTH VIC 3129",Apartment,$750 per week,"['4 Beds', '2 Baths', '2 Parking']",1 km away
2757,https://www.domain.com.au/3-7-delta-court-mildura-vic-3500-16083345,MILDURA VIC 3500,"3/7 Delta Court, MILDURA VIC 3500",Apartment,$410 p/w,"['3 Beds', '2 Baths', '2 Parking']",0.8 km away
2758,https://www.domain.com.au/1-salford-avenue-balwyn-vic-3103-16083324,BALWYN VIC 3103,"1 Salford Avenue, BALWYN VIC 3103",Apartment,$790.00,"['4 Beds', '2 Baths', '2 Parking']",0.5 km away
2759,https://www.domain.com.au/9-7-coate-avenue-alphington-vic-3078-16007954,ALPHINGTON VIC 3078,"9/7 Coate Avenue, ALPHINGTON VIC 3078",Apartment,$580 per week,"['3 Beds', '2 Baths', '2 Parking']",0.7 km away
2760,https://www.domain.com.au/60a-high-street-prahran-vic-3181-16002786,PRAHRAN VIC 3181,"60A High Street, PRAHRAN VIC 3181",Apartment,$900 Per Week,"['3 Beds', '2 Baths', '1 Parking']",0.3 km away
2761,https://www.domain.com.au/32-harrow-street-box-hill-vic-3128-16083257,BOX HILL VIC 3128,"32 Harrow Street, BOX HILL VIC 3128",Apartment,$525 per week,"['3 Beds', '2 Baths', '2 Parking']",1 km away
2762,https://www.domain.com.au/370b-koornang-road-carnegie-vic-3163-16059231,CARNEGIE VIC 3163,"370B Koornang Road, CARNEGIE VIC 3163",Apartment,$890.00,"['4 Beds', '2 Baths', '3 Parking']",0.6 km away
2763,https://www.domain.com.au/4-8-bond-avenue-st-albans-vic-3021-16083238,ST ALBANS VIC 3021,"4/8 Bond Avenue, ST ALBANS VIC 3021",Apartment,$420 pw,"['3 Beds', '2 Baths', '2 Parking']",0.5 km away
2764,https://www.domain.com.au/341-st-kilda-road-st-kilda-vic-3182-16047408,ST KILDA VIC 3182,"341 St Kilda Road, ST KILDA VIC 3182",Apartment,$550.00,"['3 Beds', '2 Baths', '− Parking']",0.4 km away
2765,https://www.domain.com.au/2-27-rose-st-ivanhoe-vic-3079-16083037,IVANHOE VIC 3079,"2/27 Rose St, IVANHOE VIC 3079",Apartment,$580 per week,"['3 Beds', '2 Baths', '2 Parking']",0.9 km away
2766,https://www.domain.com.au/12-mallard-mews-south-morang-vic-3752-16082968,SOUTH MORANG VIC 3752,"12 Mallard Mews, SOUTH MORANG VIC 3752",Apartment,$480,"['4 Beds', '2 Baths', '2 Parking']",1 km away
2767,https://www.domain.com.au/21b-robin-drive-carrum-downs-vic-3201-16082950,CARRUM DOWNS VIC 3201,"21B Robin Drive, CARRUM DOWNS VIC 3201",Apartment,$435 pw,"['2 Beds', '1 Bath', '1 Parking']",1.2 km away
2768,https://www.domain.com.au/390-duke-street-sunshine-north-vic-3020-15333130,SUNSHINE NORTH VIC 3020,"390 Duke Street, SUNSHINE NORTH VIC 3020",Apartment,$650,"['4 Beds', '3 Baths', '2 Parking']",1.2 km away
2769,https://www.domain.com.au/1-4-maple-street-langwarrin-vic-3910-16082698,LANGWARRIN VIC 3910,"1/4 Maple Street, LANGWARRIN VIC 3910",Apartment,$540 weekly,"['3 Beds', '2 Baths', '2 Parking']",0.9 km away
2770,https://www.domain.com.au/41-watt-avenue-oak-park-vic-3046-16082687,OAK PARK VIC 3046,"41 Watt Avenue, OAK PARK VIC 3046",Apartment,$460 per week,"['3 Beds', '2 Baths', '2 Parking']",0.6 km away
2771,https://www.domain.com.au/1-7-13-kent-street-ascot-vale-vic-3032-16082515,ASCOT VALE VIC 3032,"1/7-13 Kent Street, ASCOT VALE VIC 3032",Apartment,$580pw/ $2520pcm,"['3 Beds', '1 Bath', '1 Parking']",0.2 km away
2772,https://www.domain.com.au/1-29-arthur-street-coburg-north-vic-3058-16082466,COBURG NORTH VIC 3058,"1/29 Arthur Street, COBURG NORTH VIC 3058",Apartment,$460 per week,"['3 Beds', '2 Baths', '2 Parking']",0.8 km away
2773,https://www.domain.com.au/1a-norris-street-noble-park-vic-3174-16082462,NOBLE PARK VIC 3174,"1A Norris Street, NOBLE PARK VIC 3174",Apartment,$425.00 PER WEEK,"['3 Beds', '1 Bath', '1 Parking']",0.3 km away
2774,https://www.domain.com.au/10-1416-plenty-road-bundoora-vic-3083-11477627,BUNDOORA VIC 3083,"10/1416 Plenty Road, BUNDOORA VIC 3083",Apartment,$390 Per Week,"['2 Beds', '1 Bath', '1 Parking']",1.5 km away
2775,https://www.domain.com.au/83a-tyler-street-preston-vic-3072-16082394,PRESTON VIC 3072,"83A Tyler Street, PRESTON VIC 3072",Apartment,$500,"['3 Beds', '1 Bath', '2 Parking']",0.2 km away
2776,https://www.domain.com.au/15-10-davies-street-brunswick-vic-3056-16082384,BRUNSWICK VIC 3056,"15/10 Davies Street, BRUNSWICK VIC 3056",Apartment,$620.00,"['2 Beds', '2 Baths', '1 Parking']",0.2 km away
2777,https://www.domain.com.au/4-553-toorak-road-toorak-vic-3142-16050069,TOORAK VIC 3142,"4/553 Toorak Road, TOORAK VIC 3142",Apartment,1250pw,"['3 Beds', '3 Baths', '2 Parking']",0.5 km away
2778,https://www.domain.com.au/2-ballota-street-wyndham-vale-vic-3024-16082295,WYNDHAM VALE VIC 3024,"2 Ballota Street, WYNDHAM VALE VIC 3024",Apartment,$360 per week,"['3 Beds', '2 Baths', '2 Parking']",0.9 km away
2779,https://www.domain.com.au/3-57-heatherdale-road-ringwood-vic-3134-16082292,RINGWOOD VIC 3134,"3/57 Heatherdale Road, RINGWOOD VIC 3134",Apartment,$450.00,"['2 Beds', '1 Bath', '1 Parking']",0.9 km away
2780,https://www.domain.com.au/21-maple-walk-moonee-ponds-vic-3039-16082189,MOONEE PONDS VIC 3039,"21 Maple Walk, MOONEE PONDS VIC 3039",Apartment,$825 weekly,"['3 Beds', '2 Baths', '2 Parking']",0.9 km away
2781,https://www.domain.com.au/4-75-howard-street-reservoir-vic-3073-16081985,RESERVOIR VIC 3073,"4/75 Howard Street, RESERVOIR VIC 3073",Apartment,$440,"['2 Beds', '2 Baths', '1 Parking']",0.9 km away
2782,https://www.domain.com.au/1-14-shiels-court-west-wodonga-vic-3690-16081972,WEST WODONGA VIC 3690,"1/14 Shiels Court, WEST WODONGA VIC 3690",Apartment,$350 per week,"['2 Beds', '1 Bath', '2 Parking']",1.3 km away
2783,https://www.domain.com.au/9-491-south-road-bentleigh-vic-3204-16081842,BENTLEIGH VIC 3204,"9/491 South Road, BENTLEIGH VIC 3204",Apartment,$515 per week,"['2 Beds', '1 Bath', '1 Parking']",0.9 km away
2784,https://www.domain.com.au/5-115-landells-road-pascoe-vale-vic-3044-15217628,PASCOE VALE VIC 3044,"5/115 Landells Road, PASCOE VALE VIC 3044",Apartment,$450,"['2 Beds', '2 Baths', '1 Parking']",0.2 km away
2785,https://www.domain.com.au/17-bruford-road-port-melbourne-vic-3207-16081772,PORT MELBOURNE VIC 3207,"17 Bruford Road, PORT MELBOURNE VIC 3207",Apartment,$810 per week,"['3 Beds', '3 Baths', '1 Parking']",0.9 km away
2786,https://www.domain.com.au/3-44-beckington-crescent-hampton-park-vic-3976-16081753,HAMPTON PARK VIC 3976,"3/44 Beckington Crescent, HAMPTON PARK VIC 3976",Apartment,$420 PER WEEK | LEASED,"['2 Beds', '1 Bath', '1 Parking']",0.8 km away
2787,https://www.domain.com.au/2-44-beckington-crescent-hampton-park-vic-3976-16081736,HAMPTON PARK VIC 3976,"2/44 Beckington Crescent, HAMPTON PARK VIC 3976",Apartment,***LEASED***,"['2 Beds', '1 Bath', '1 Parking']",0.8 km away
2788,https://www.domain.com.au/4-18-20-moorna-drive-airport-west-vic-3042-16081734,AIRPORT WEST VIC 3042,"4/18-20 Moorna Drive, AIRPORT WEST VIC 3042",Apartment,$550.00,"['3 Beds', '2 Baths', '2 Parking']",0.8 km away
2789,https://www.domain.com.au/4-57-59-sherbourne-road-montmorency-vic-3094-16081719,MONTMORENCY VIC 3094,"4/57 - 59 Sherbourne Road, MONTMORENCY VIC 3094",Apartment,$680pw,"['3 Beds', '2 Baths', '2 Parking']",0.5 km away
2790,https://www.domain.com.au/6a-bradford-street-bentleigh-east-vic-3165-16081678,BENTLEIGH EAST VIC 3165,"6A Bradford Street, BENTLEIGH EAST VIC 3165",Apartment,$920.00,"['4 Beds', '3 Baths', '2 Parking']",0.8 km away
2791,https://www.domain.com.au/2-109-power-street-williamstown-vic-3016-16081584,WILLIAMSTOWN VIC 3016,"2/109 Power Street, WILLIAMSTOWN VIC 3016",Apartment,$545.00 per week,"['3 Beds', '1 Bath', '2 Parking']",0.7 km away
2792,https://www.domain.com.au/1-118-brighton-street-richmond-vic-3121-16081521,RICHMOND VIC 3121,"1/118 Brighton Street, RICHMOND VIC 3121",Apartment,$700 per week,"['2 Beds', '1 Bath', '1 Parking']",0.2 km away
2793,https://www.domain.com.au/4-43-cypress-avenue-brooklyn-vic-3012-16081397,BROOKLYN VIC 3012,"4/43 Cypress Avenue, BROOKLYN VIC 3012",Apartment,$530,"['3 Beds', '1 Bath', '2 Parking']",4.9 km away
2794,https://www.domain.com.au/14e-calwell-street-kensington-vic-3031-16081371,KENSINGTON VIC 3031,"14E Calwell Street, KENSINGTON VIC 3031",Apartment,$480.00 per week,"['2 Beds', '1 Bath', '1 Parking']",0.5 km away
2795,https://www.domain.com.au/18-parry-drive-sunshine-west-vic-3020-16081252,SUNSHINE WEST VIC 3020,"18 Parry Drive, SUNSHINE WEST VIC 3020",Apartment,$450.00,"['4 Beds', '2 Baths', '2 Parking']",0.7 km away
2796,https://www.domain.com.au/3-161-waiora-road-heidelberg-heights-vic-3081-16081167,HEIDELBERG HEIGHTS VIC 3081,"3/161 Waiora Road, HEIDELBERG HEIGHTS VIC 3081",Apartment,$690 pw,"['3 Beds', '2 Baths', '2 Parking']",0.3 km away
2797,https://www.domain.com.au/80-oakden-cres-st-albans-vic-3021-16081151,ST ALBANS VIC 3021,"80 Oakden Cres, ST ALBANS VIC 3021",Apartment,$450.00,"['4 Beds', '2 Baths', '1 Parking']",0.7 km away
2798,https://www.domain.com.au/1-12-griffiths-street-reservoir-vic-3073-16081076,RESERVOIR VIC 3073,"1/12 Griffiths Street, RESERVOIR VIC 3073",Apartment,$450 per week,"['2 Beds', '1 Bath', '1 Parking']",0.9 km away
