,Suburbs,Addresses,Price per week ($),Bedrooms,Bathrooms,Garages,Land Sizes (m^2),Nearest Schools
730,DEER PARK VIC 3023,"60 Hatchlands Drive, DEER PARK VIC 3023",$380.00,3,2,2,,"['0.9 km away', '2.2 km away', '2.2 km away']"
731,CAULFIELD SOUTH VIC 3162,"1/12 Omar Street, CAULFIELD SOUTH VIC 3162",$690,3,2,2,,"['0.3 km away', '1.7 km away', '5.5 km away']"
732,KINGSBURY VIC 3083,"Room 7/96 Dunne Street, KINGSBURY VIC 3083",$170,1,1,0,,"['0.4 km away', '1.1 km away', '0.2 km away']"
733,CURLEWIS VIC 3222,"55 Creekside Drive, CURLEWIS VIC 3222",$480,3,2,2,,"['0.6 km away', '2.6 km away', '2.2 km away']"
734,KEILOR PARK VIC 3042,"20 Russelton Street, KEILOR PARK VIC 3042",$450PW,3,1,3,,"['1.8 km away', '1.8 km away', '2.5 km away']"
735,POINT COOK VIC 3030,"34 Pearce Circuit, POINT COOK VIC 3030",$410,4,2,2,480,"['0.3 km away', '1.2 km away', '3.1 km away']"
736,FERNTREE GULLY VIC 3156,"1 Parkview Drive, FERNTREE GULLY VIC 3156",$455,3,1,2,,"['1.8 km away', '3.3 km away', '10.4 km away']"
737,HOPPERS CROSSING VIC 3029,"108 Sycamore Street, HOPPERS CROSSING VIC 3029",$500.00,4,2,2,,"['0.6 km away', '1.1 km away', '1.3 km away']"
738,YARRAWONGA VIC 3730,"32 James Lillis Drive, YARRAWONGA VIC 3730",$480,3,2,5,8,"['2.6 km away', '3.7 km away', '4 km away']"
739,DROMANA VIC 3936,"26 William Street, DROMANA VIC 3936",$585,4,2,2,,"['1.6 km away', '3.7 km away']"
740,LEOPOLD VIC 3224,"21 Neri Drive, LEOPOLD VIC 3224",$430,3,1,1,,"['0.7 km away', '7.1 km away']"
741,TRUGANINA VIC 3029,"4 Zoe Place, TRUGANINA VIC 3029",$390.00,3,2,1,,"['1.1 km away', '2.3 km away', '2.7 km away']"
742,GLEN WAVERLEY VIC 3150,"915 High Street Road, GLEN WAVERLEY VIC 3150",$580.00,4,2,2,,"['0.9 km away', '1 km away', '2.7 km away']"
743,MOONEE PONDS VIC 3039,"80a Waverley Street, MOONEE PONDS VIC 3039",$750,3,2,2,,"['0.7 km away', '1.8 km away', '6.9 km away']"
744,OAK PARK VIC 3046,"1/21 Station Road, OAK PARK VIC 3046",$380,2,1,1,,"['0.5 km away', '1.3 km away', '1.4 km away']"
745,BOTANIC RIDGE VIC 3977,"247 Smiths Lane, BOTANIC RIDGE VIC 3977",$675,4,2,2,,"['1.7 km away', '4.9 km away', '11.1 km away']"
746,GEELONG WEST VIC 3218,"65 Gertrude Street, GEELONG WEST VIC 3218",$450,3,1,1,,"['0.5 km away', '1.1 km away', '2.7 km away']"
747,FYANSFORD VIC 3218,"6 Casey Boulevard, FYANSFORD VIC 3218",$730,4,2,2,,"['1.7 km away', '2.2 km away', '3.5 km away']"
748,BORONIA VIC 3155,"1/363 Boronia Road, BORONIA VIC 3155",$600,4,2,2,,"['0.3 km away', '1.7 km away', '7 km away']"
749,ARMSTRONG CREEK VIC 3217,"38 Vaughan Drive, ARMSTRONG CREEK VIC 3217",$490.00,4,2,2,,"['0.4 km away', '0.4 km away', '1.2 km away']"
750,MULGRAVE VIC 3170,"84 Albany Drive, MULGRAVE VIC 3170",$480,4,1,2,,"['0.1 km away', '0.6 km away', '9.7 km away']"
751,SALE VIC 3850,"2/124 Market Street, SALE VIC 3850",$390,2,2,1,,"['0.8 km away', '0.9 km away', '0.6 km away']"
752,MELTON VIC 3337,"501 High Street, MELTON VIC 3337",$355,3,2,3,,"['0.4 km away', '0.5 km away', '0.8 km away']"
753,BOTANIC RIDGE VIC 3977,"10 Lindenderry Road, BOTANIC RIDGE VIC 3977",$525,3,2,1,,"['0.6 km away', '4.2 km away', '12.8 km away']"
754,BEVERIDGE VIC 3753,"86 Patterson Street, BEVERIDGE VIC 3753",$550,3,3,10,23,"['1.7 km away', '6.3 km away']"
755,PORTLAND VIC 3305,"1 Rossdell Street, PORTLAND VIC 3305",$350,3,1,4,,"['1.1 km away', '1.9 km away', '1.7 km away']"
756,MILDURA VIC 3500,"2 Jubilee Drive, MILDURA VIC 3500",$800,4,2,2,,"['0.8 km away', '1.1 km away', '1.5 km away']"
757,BALWYN NORTH VIC 3104,"20 Minerva Ave, BALWYN NORTH VIC 3104",$800,3,2,2,,"['0.4 km away', '1.4 km away', '2.4 km away']"
758,CANTERBURY VIC 3126,"3/16 Byron Street, CANTERBURY VIC 3126",$595,3,2,1,,"['0.2 km away', '0.8 km away', '1.4 km away']"
759,DOREEN VIC 3754,"31 Towerhill Avenue, DOREEN VIC 3754",$625.00,4,2,2,,"['1.5 km away', '1.9 km away', '0.5 km away']"
760,ESSENDON VIC 3040,"4/20 Garnet Street, ESSENDON VIC 3040",$520,2,1,2,,"['0.4 km away', '1 km away', '5.4 km away']"
761,RICHMOND VIC 3121,"609/14 David Street, RICHMOND VIC 3121",$560,2,2,1,,"['0.4 km away', '0.8 km away', '0.9 km away']"
762,WENDOUREE VIC 3355,"1100 Howitt Street, WENDOUREE VIC 3355",$370.00,3,2,1,,"['0.6 km away', '2.1 km away', '0.4 km away']"
763,GROVEDALE VIC 3216,"118 Heyers Road, GROVEDALE VIC 3216",$380,3,2,1,,"['0.3 km away', '0.4 km away', '7 km away']"
764,TRUGANINA VIC 3029,"41 Clovelly Circuit, TRUGANINA VIC 3029",$490,4,3,2,,"['0.6 km away', '1.8 km away', '5.2 km away']"
765,GLEN IRIS VIC 3146,"44 Francis Cres, GLEN IRIS VIC 3146",$995.00,3,2,3,,"['0.7 km away', '3.2 km away', '11 km away']"
766,GLEN WAVERLEY VIC 3150,"19 Monterey Avenue, GLEN WAVERLEY VIC 3150",$720,5,2,2,,"['1.1 km away', '1.3 km away', '13.9 km away']"
767,HARKNESS VIC 3337,"2/9 Casuarina Court, HARKNESS VIC 3337",$340,3,2,1,,"['1.6 km away', '1.9 km away', '1.7 km away']"
768,WERRIBEE VIC 3030,"75 Ballan Road, WERRIBEE VIC 3030",$350,3,1,2,,"['0.5 km away', '1.8 km away', '1.6 km away']"
769,HARKNESS VIC 3337,"2/9 Satchville Street, HARKNESS VIC 3337",$350,3,2,1,,"['2.5 km away', '2.8 km away', '2.6 km away']"
770,DANDENONG NORTH VIC 3175,"17 Worrell Street, DANDENONG NORTH VIC 3175",$440,3,1,2,,"['0.9 km away', '1.7 km away', '14.8 km away']"
771,BROADMEADOWS VIC 3047,"183 Widford Street, BROADMEADOWS VIC 3047",$325,3,1,1,,"['0.4 km away', '1.4 km away', '0.5 km away']"
772,SPRINGVALE VIC 3171,"12 Binda Avenue, SPRINGVALE VIC 3171",$570,3,2,2,,"['0.8 km away', '1 km away', '7.5 km away']"
773,GLEN IRIS VIC 3146,"44 Francis Cres, GLEN IRIS VIC 3146",$995.00,3,2,3,,"['0.7 km away', '3.2 km away', '11 km away']"
774,RINGWOOD VIC 3134,"3/15 Collett Avenue, RINGWOOD VIC 3134",$580,3,2,2,,"['0.1 km away', '0.4 km away', '0.9 km away']"
775,CHELTENHAM VIC 3192,"71 Bernard Street, CHELTENHAM VIC 3192",$570,3,1,2,,"['0.2 km away', '0.6 km away', '3 km away']"
776,RICHMOND VIC 3121,"4/52 Lyndhurst Street, RICHMOND VIC 3121",$950,3,2,1,,"['0.4 km away', '0.4 km away', '0.9 km away']"
777,ALFREDTON VIC 3350,"7 Tangerine Street, ALFREDTON VIC 3350",$475.00,4,2,2,,"['0.9 km away', '2.7 km away', '1.1 km away']"
778,HARKNESS VIC 3337,"1/9 Satchville Avenue, HARKNESS VIC 3337",$360,3,2,1,,"['2.5 km away', '2.8 km away', '2.6 km away']"
779,CAMBERWELL VIC 3124,"203 Highfield Road, CAMBERWELL VIC 3124","$1,150",6,3,2,,"['0.5 km away', '1.7 km away', '2.9 km away']"
780,HORSHAM VIC 3400,"16 Bowden Street, HORSHAM VIC 3400",$470.00,2,1,3,,"['1.1 km away', '1.5 km away', '0.4 km away']"
781,BELL PARK VIC 3215,"86 Thorburn Street, BELL PARK VIC 3215",$320,4,2,2,,"['0.5 km away', '0.6 km away', '0.7 km away']"
782,WANTIRNA VIC 3152,"9 Quixley Grove, WANTIRNA VIC 3152",$600,3,2,2,,"['0.4 km away', '0.9 km away', '3.6 km away']"
783,KEW VIC 3101,"1/287 Barkers Road, KEW VIC 3101",$635.00,3,1,2,,"['0.9 km away', '0.9 km away', '2.7 km away']"
784,VIEWBANK VIC 3084,"8 Christine Street, VIEWBANK VIC 3084",$550.00,2,1,1,,"['0.2 km away', '0.6 km away', '1.2 km away']"
785,RICHMOND VIC 3121,"17 King Street, RICHMOND VIC 3121",$560,3,2,1,,"['1.1 km away', '1.2 km away', '1.3 km away']"
786,MULGRAVE VIC 3170,"4 Newlands Court, MULGRAVE VIC 3170",$535,2,2,1,,"['1.2 km away', '1.7 km away', '0.7 km away']"
787,SEAFORD VIC 3198,"3 Berry Place, SEAFORD VIC 3198",$450,3,3,1,,"['0.7 km away', '1.2 km away', '3.4 km away']"
788,FITZROY NORTH VIC 3068,"479 Rae Street, FITZROY NORTH VIC 3068",$1250,3,1,2,,"['0.6 km away', '0.8 km away', '2 km away']"
789,MACLEOD VIC 3085,"52 Dunvegan Crescent, MACLEOD VIC 3085",$475.00,4,2,2,,"['0.9 km away', '1.3 km away', '1.4 km away']"
790,WATSONIA VIC 3087,"20 Gresswell Park Drive, WATSONIA VIC 3087",$650,3,2,2,500,"['1.1 km away', '1.2 km away', '0.9 km away']"
791,BENALLA VIC 3672,"5 Alexander Gray Lane, BENALLA VIC 3672",$450,4,2,2,594,"['1.7 km away', '2 km away', '1 km away']"
792,SUNBURY VIC 3429,"12 Magdalene Court, SUNBURY VIC 3429",$475,3,2,2,,"['0.5 km away', '2.5 km away', '1.6 km away']"
793,MURMUNGEE VIC 3747,"341 Lee Morrison Road, MURMUNGEE VIC 3747",$675,3,1,2,385,"['8.8 km away', '9.6 km away']"
794,WODONGA VIC 3690,"1 Hill Street, WODONGA VIC 3690",$405,3,1,1,562,"['1 km away', '1 km away', '1.7 km away']"
795,MEADOW HEIGHTS VIC 3048,"6 Mitta Mitta Way, MEADOW HEIGHTS VIC 3048",$430.00,4,2,2,,"['0.8 km away', '1.5 km away', '1.4 km away']"
796,MERNDA VIC 3754,"14 Coliban Drive, MERNDA VIC 3754",$540.00,2,1,0,,"['0.3 km away', '4.7 km away', '1.8 km away']"
797,HASTINGS VIC 3915,"1/81 Marine Pde, HASTINGS VIC 3915",$310,2,1,1,,"['0.6 km away', '2 km away', '0.6 km away']"
798,BLACKBURN SOUTH VIC 3130,"48 Canora Street, BLACKBURN SOUTH VIC 3130",$390.00,2,1,3,,"['0.3 km away', '2 km away', '3.5 km away']"
799,IVANHOE VIC 3079,"133 Green Street, IVANHOE VIC 3079",$600,3,2,1,,"['0.9 km away', '1.2 km away', '3.7 km away']"
800,PAKENHAM VIC 3810,"7 Tyalla Way, PAKENHAM VIC 3810",$420,4,2,2,,"['0.8 km away', '2.8 km away', '0.6 km away']"
801,TARNEIT VIC 3029,"33 Babele Road, TARNEIT VIC 3029",$500,3,1,1,,"['0.9 km away', '1.7 km away', '2.3 km away']"
802,DANDENONG VIC 3175,"18 Napier Street, DANDENONG VIC 3175",,3,2,1,,"['0.6 km away', '0.7 km away', '14.3 km away']"
803,WERRIBEE VIC 3030,"1/12 Silver Street, WERRIBEE VIC 3030",$350,3,2,2,,"['0.4 km away', '0.9 km away', '1.1 km away']"
804,MILL PARK VIC 3082,"64 Coventry Crescent, MILL PARK VIC 3082",$440,2,1,0,,"['0.4 km away', '1.6 km away', '4.7 km away']"
805,TRENTHAM VIC 3458,"9 Albert Street, TRENTHAM VIC 3458",$430.00,3,1,2,,"['0.5 km away', '16.2 km away']"
806,HIGHETT VIC 3190,"28 Wilson Street, HIGHETT VIC 3190",$750.00,4,2,2,,"['0.9 km away', '1 km away', '3.9 km away']"
807,LARA VIC 3212,"20 Colmar Street, LARA VIC 3212",$520,5,2,2,,"['2.4 km away', '3.2 km away', '11.5 km away']"
808,FLINDERS VIC 3929,"6 Bass Street, FLINDERS VIC 3929",$1300,3,2,2,723,"['12.4 km away', '14.9 km away']"
809,RED CLIFFS VIC 3496,"12 Anne Cox Drive, RED CLIFFS VIC 3496",$430,4,2,2,,"['0.5 km away', '1.3 km away', '0.7 km away']"
810,WINTER VALLEY VIC 3358,"19 Wedge Tail Drive, WINTER VALLEY VIC 3358",$450.00,3,1,0,585,"['2.3 km away', '3.6 km away', '2.2 km away']"
811,CLIFTON SPRINGS VIC 3222,"17 Gumarooka Avenue, CLIFTON SPRINGS VIC 3222",$380,4,3,1,,"['2.2 km away', '5 km away', '2.3 km away']"
812,SOUTH KINGSVILLE VIC 3015,"51 Watt Street, SOUTH KINGSVILLE VIC 3015",$800/,5,2,2,,"['0.7 km away', '5.9 km away', '3.4 km away']"
813,BENDIGO VIC 3550,"46-48 Old Violet Street, BENDIGO VIC 3550",$550,3,2,2,,"['0.3 km away', '1.2 km away', '3.4 km away']"
814,EPPING VIC 3076,"13 Hastings Court, EPPING VIC 3076",$360/$1564,3,1,2,679,"['0.7 km away', '1.3 km away', '3.5 km away']"
815,ROSEBUD VIC 3939,"19 Mount View Road, ROSEBUD VIC 3939",$550,4,3,2,,"['0.8 km away', '2.6 km away', '1.6 km away']"
816,LARA VIC 3212,"52 Callistemon Circuit, LARA VIC 3212",$570,2,1,1,,"['2.5 km away', '2.8 km away', '12.1 km away']"
817,COWES VIC 3922,"27 Alexander Avenue, COWES VIC 3922",$400,2,1,3,,"['0.6 km away', '35.9 km away', '1.7 km away']"
818,CHADSTONE VIC 3148,"37 Margot Street, CHADSTONE VIC 3148",$395.00,4,3,2,,"['1.3 km away', '1.7 km away', '11.8 km away']"
819,CAMBERWELL VIC 3124,"1/253 Highfield Road, CAMBERWELL VIC 3124",$900,4,2,2,,"['0.2 km away', '2.1 km away', '8.7 km away']"
820,WODONGA VIC 3690,"16 TEAL COURT, WODONGA VIC 3690",$480,3,1,2,,"['0.9 km away', '2.5 km away', '0.9 km away']"
821,BELMONT VIC 3216,"208 Francis Street, BELMONT VIC 3216",$450,4,2,2,,"['0.7 km away', '2 km away', '4.5 km away']"
822,POINT COOK VIC 3030,"15 Dante Road, POINT COOK VIC 3030",$420,3,1,2,,"['1.1 km away', '1.7 km away', '2.1 km away']"
823,COLAC VIC 3250,"60 Stewart Street, COLAC VIC 3250",$370,4,2,1,,"['0.2 km away', '0.4 km away', '1.6 km away']"
824,WEIR VIEWS VIC 3338,"15 Midgard Road, WEIR VIEWS VIC 3338",$400,3,1,0,,"['1.7 km away', '1.8 km away', '4.8 km away']"
825,TOOTGAROOK VIC 3941,"88 Guest Street, TOOTGAROOK VIC 3941",$530,3,1,2,,"['1.5 km away', '3.9 km away', '3.5 km away']"
826,STRATHMORE VIC 3041,"59 Hillsyde Parade, STRATHMORE VIC 3041",$550.00,3,2,2,,"['0.2 km away', '0.6 km away', '9 km away']"
827,WODONGA VIC 3690,"40 DAINTREE WAY, WODONGA VIC 3690",$450,3,1,0,,"['2.5 km away', '3.6 km away', '0.5 km away']"
828,ST KILDA EAST VIC 3183,"42 Empress Road, ST KILDA EAST VIC 3183",$795.00,2,1,1,,"['0.8 km away', '2.2 km away', '6.3 km away']"
829,FOOTSCRAY VIC 3011,"9 Crown Street, FOOTSCRAY VIC 3011",$440,4,2,2,,"['0.1 km away', '0.3 km away', '0.8 km away']"
830,CLYDE NORTH VIC 3978,"11 Kershope View, CLYDE NORTH VIC 3978",$500,3,2,2,819,"['3.4 km away', '17.6 km away', '0.5 km away']"
831,TRARALGON VIC 3844,"3 Dove Court, TRARALGON VIC 3844",$430,3,2,2,,"['0.6 km away', '0.9 km away', '0.7 km away']"
832,GERRIGERRUP VIC 3289,"457 Eckersleys Road, GERRIGERRUP VIC 3289",$300,3,2,2,,"['13 km away', '32.3 km away']"
833,BERWICK VIC 3806,"34 Marlborough Road, BERWICK VIC 3806",$525,3,1,2,,"['1.2 km away', '2.7 km away', '19.9 km away']"
834,INVERLOCH VIC 3996,"6 Scarborough Street, INVERLOCH VIC 3996",$360,4,2,1,,"['0.5 km away', '11.5 km away']"
835,KILSYTH VIC 3137,"97 Durham Road, KILSYTH VIC 3137",$520.00,4,1,2,,"['0.5 km away', '1.6 km away', '14.1 km away']"
836,SOUTH YARRA VIC 3141,"19 Commercial Road, SOUTH YARRA VIC 3141",$800,4,2,2,,"['0.5 km away', '0.8 km away', '3.4 km away']"
837,SUNBURY VIC 3429,"2 Sweep Court, SUNBURY VIC 3429",$500,2,2,1,,"['1.2 km away', '1.5 km away', '1.1 km away']"
838,METUNG VIC 3904,"50 A Mairburn Road, METUNG VIC 3904",$370,4,2,2,448,"['0.6 km away', '13.5 km away']"
839,ARMSTRONG CREEK VIC 3217,"10 Jindabyne Street, ARMSTRONG CREEK VIC 3217",$500.00,4,1,2,,"['1.2 km away', '1.3 km away', '0.3 km away']"
840,FERNTREE GULLY VIC 3156,"12 Ketwick Court, FERNTREE GULLY VIC 3156",$450,2,2,0,220,"['0.6 km away', '1.9 km away', '8.9 km away']"
841,KEW EAST VIC 3102,"10 Allen Grove, KEW EAST VIC 3102",$660,4,2,2,,"['0.3 km away', '1.3 km away', '5.7 km away']"
842,WERRIBEE VIC 3030,"8 Scotsburn Grove, WERRIBEE VIC 3030",$410,2,2,2,,"['1.2 km away', '1.3 km away', '0.9 km away']"
843,ALBION VIC 3020,"3/15 Sydney Street, ALBION VIC 3020",$400,3,1,3,,"['0.6 km away', '1 km away', '2.5 km away']"
844,RESERVOIR VIC 3073,"166 Broadhurst Avenue, RESERVOIR VIC 3073",$450,2,1,1,,"['1.2 km away', '1.9 km away', '6.4 km away']"
845,BALLARAT NORTH VIC 3350,"903 Lydiard St N, BALLARAT NORTH VIC 3350",$320,3,2,2,,"['0.4 km away', '3.4 km away', '0.3 km away']"
846,HEIDELBERG HEIGHTS VIC 3081,"12 Alfred Street, HEIDELBERG HEIGHTS VIC 3081",$615,3,1,1,,"['1.3 km away', '2.5 km away', '0.9 km away']"
847,WENDOUREE VIC 3355,"5 Leonard Street, WENDOUREE VIC 3355",$375.00,3,1,2,,"['1.2 km away', '1.5 km away', '1.1 km away']"
848,WARRNAMBOOL VIC 3280,"59 Harris Street, WARRNAMBOOL VIC 3280",$400,3,1,1,,"['1.5 km away', '2.8 km away', '3.7 km away']"
849,NOBLE PARK VIC 3174,"136 Kelvinside Road, NOBLE PARK VIC 3174",$450,3,1,2,,"['0.8 km away', '1.6 km away', '10.1 km away']"
850,BENALLA VIC 3672,"9 McGill Street, BENALLA VIC 3672",$380,3,1,2,,"['1.3 km away', '1.9 km away', '0.7 km away']"
851,SUNSHINE WEST VIC 3020,"243 Glengala Road, SUNSHINE WEST VIC 3020",$360,3,1,0,,"['0.3 km away', '2.4 km away', '3.7 km away']"
852,DARLEY VIC 3340,"4 Davies Street, DARLEY VIC 3340",,2,1,0,,"['0.8 km away', '2.7 km away', '1.2 km away']"
853,PRESTON VIC 3072,"2 Seymour Street, PRESTON VIC 3072",$460,3,1,0,,"['0.3 km away', '0.7 km away', '2.5 km away']"
854,WODONGA VIC 3690,"9 Huon Street, WODONGA VIC 3690",$400,3,3,2,,"['1.5 km away', '1.7 km away', '1.7 km away']"
855,CAULFIELD NORTH VIC 3161,"38 Park Crescent, CAULFIELD NORTH VIC 3161",$920.00,3,2,1,,"['0.4 km away', '1.6 km away', '6.6 km away']"
856,ST KILDA EAST VIC 3183,"2 Kurrajong Avenue, ST KILDA EAST VIC 3183",$720.00,3,2,1,,"['1 km away', '2.6 km away', '6.4 km away']"
857,GREENVALE VIC 3059,"5 Winds Walk, GREENVALE VIC 3059",$420,2,1,1,,"['0.9 km away', '3.9 km away', '0.8 km away']"
858,MOONEE PONDS VIC 3039,"204/21 Lethbridge Street, MOONEE PONDS VIC 3039",,4,2,2,,"['0.8 km away', '2.4 km away', '8.7 km away']"
859,DERRIMUT VIC 3026,"3 Portchester Green, DERRIMUT VIC 3026",$460.00,3,1,2,,"['0.1 km away', '3.5 km away', '5.7 km away']"
860,WANTIRNA SOUTH VIC 3152,"52 Coleman Road, WANTIRNA SOUTH VIC 3152",$470,4,2,2,,"['0.7 km away', '1.5 km away', '5.9 km away']"
861,DERRIMUT VIC 3026,"5 Lawn Hill Avenue, DERRIMUT VIC 3026",$500,3,2,2,,"['0.5 km away', '3.2 km away', '5.3 km away']"
862,STRATHTULLOH VIC 3338,"7 Staccato Terrace, STRATHTULLOH VIC 3338",$370,3,1,1,,"['4.4 km away', '3.3 km away', '4.1 km away']"
863,LONG GULLY VIC 3550,"41 Creeth Street, LONG GULLY VIC 3550",$350.00,4,2,2,,"['1.5 km away', '2.5 km away', '3 km away']"
864,WHEELERS HILL VIC 3150,"9 Haversham Avenue, WHEELERS HILL VIC 3150",$600,4,2,2,,"['1 km away', '1.5 km away', '1.1 km away']"
865,WODONGA VIC 3690,"75 Axford Boulevard, WODONGA VIC 3690",$550,2,1,0,,"['0.7 km away', '1.6 km away', '2.5 km away']"
866,FITZROY VIC 3065,"349 Fitzroy Street, FITZROY VIC 3065",$650,4,2,1,,"['0.4 km away', '1.3 km away', '6.3 km away']"
867,WAURN PONDS VIC 3216,"12 Bollinger Street, WAURN PONDS VIC 3216",$490,2,1,1,,"['1.9 km away', '2.1 km away', '8.4 km away']"
868,WINDSOR VIC 3181,"24 Earl Street, WINDSOR VIC 3181",$520,3,2,2,1,"['0.4 km away', '0.4 km away', '3.3 km away']"
869,EAST BAIRNSDALE VIC 3875,"16 Lucknow Street, EAST BAIRNSDALE VIC 3875",$400,4,2,2,,"['2.3 km away', '2.4 km away', '1.8 km away']"
870,TEMPLESTOWE LOWER VIC 3107,"15 Eucalypt Avenue, TEMPLESTOWE LOWER VIC 3107",$550.00,4,2,2,,"['0.4 km away', '0.6 km away', '1.7 km away']"
871,TRUGANINA VIC 3029,"32 Lawford Street, TRUGANINA VIC 3029",$440,4,2,1,,"['3.5 km away', '0.6 km away', '4 km away']"
872,BALLARAT EAST VIC 3350,"6A Dodds Lane, BALLARAT EAST VIC 3350",$495.00,5,2,3,,"['0.7 km away', '2 km away', '0.5 km away']"
873,EPPALOCK VIC 3551,"17 Gledhill Lane, EPPALOCK VIC 3551",$400,3,2,2,,"['4.9 km away', '14.1 km away', '16.8 km away']"
874,WESTMEADOWS VIC 3049,"7/15 Hillcrest Dr, WESTMEADOWS VIC 3049",$450.00,3,1,3,397,"['0.9 km away', '1.3 km away', '1.5 km away']"
875,ASCOT VALE VIC 3032,"77 Munro Street, ASCOT VALE VIC 3032",$620,4,2,2,,"['0.6 km away', '2 km away', '7.5 km away']"
876,WINTER VALLEY VIC 3358,"9 Honeyeater Drive, WINTER VALLEY VIC 3358",$430.00,2,2,1,,"['0.4 km away', '1.4 km away', '3.8 km away']"
877,MANOR LAKES VIC 3024,"13 Brumby Street, MANOR LAKES VIC 3024",$360.00,2,1,1,,"['0.5 km away', '2.4 km away', '3 km away']"
878,ALTONA MEADOWS VIC 3028,"1A Nelson Avenue, ALTONA MEADOWS VIC 3028",$350,3,1,0,,"['0.7 km away', '2.9 km away', '4.2 km away']"
879,SUNSHINE VIC 3020,"7 Lorenz Street, SUNSHINE VIC 3020",$385.00,3,2,1,,"['0.6 km away', '0.8 km away', '2.4 km away']"
880,WEST MELBOURNE VIC 3003,"78 Hawke Street, WEST MELBOURNE VIC 3003","$1,100.00",3,2,1,,"['1.2 km away', '1.5 km away', '0.7 km away']"
881,MERNDA VIC 3754,"20 Georgia Drive, MERNDA VIC 3754",$395.00,4,3,2,,"['1.8 km away', '8.9 km away', '2.2 km away']"
882,WANTIRNA VIC 3152,"24A Bateman Street, WANTIRNA VIC 3152",$760,4,2,2,,"['0.8 km away', '1 km away', '4 km away']"
883,TRUGANINA VIC 3029,"31 Mitcham Street, TRUGANINA VIC 3029",$520,4,2,2,,"['1.5 km away', '4.1 km away', '0.2 km away']"
884,HIGHTON VIC 3216,"10 Hewat Drive, HIGHTON VIC 3216",$520,3,1,2,,"['1.7 km away', '2.3 km away', '6.6 km away']"
885,RESERVOIR VIC 3073,"103 McMahon Road, RESERVOIR VIC 3073",$460,4,2,2,412,"['0.6 km away', '1.9 km away', '0.5 km away']"
886,WERRIBEE VIC 3030,"387 Blackforest Road, WERRIBEE VIC 3030",$450,4,2,2,,"['1.2 km away', '2.7 km away', '5 km away']"
887,TARNEIT VIC 3029,"59 Mornington Avenue, TARNEIT VIC 3029",$420,3,1,1,,"['2 km away', '3.3 km away', '3.8 km away']"
888,WARRAGUL VIC 3820,"73 Albert Street, WARRAGUL VIC 3820",$370.00,5,3,2,,"['0.8 km away', '1.1 km away', '1.3 km away']"
889,STRATHTULLOH VIC 3338,"9 Forestmill Way, STRATHTULLOH VIC 3338",$550,3,2,2,,"['2.6 km away', '5.1 km away', '2.2 km away']"
890,WARRNAMBOOL VIC 3280,"15 Mannerim Avenue, WARRNAMBOOL VIC 3280",$485,3,2,1,,"['0.8 km away', '0.9 km away', '1.2 km away']"
891,TRUGANINA VIC 3029,"30 Stockmans Drive, TRUGANINA VIC 3029",$400,2,1,0,,"['2.9 km away', '4.1 km away', '1.8 km away']"
892,FOSTER VIC 3960,"925 Fuller Road, FOSTER VIC 3960",$320,4,2,1,80,"['8.6 km away', '9.1 km away']"
893,HEATHCOTE VIC 3523,"20 Rushall Road, HEATHCOTE VIC 3523",$600,3,2,0,,"['3.9 km away', '38.3 km away', '4 km away']"
894,BROOKFIELD VIC 3338,"1/27 Brooklyn Park Drive, BROOKFIELD VIC 3338",$650,5,2,1,,"['3.5 km away', '3.8 km away', '4.1 km away']"
895,WONTHAGGI VIC 3995,"4 Bowman Court, WONTHAGGI VIC 3995",$595,4,2,2,,"['0.6 km away', '1.2 km away', '1.7 km away']"
896,CLYDE NORTH VIC 3978,"16 Hoosier Road, CLYDE NORTH VIC 3978",$480,3,2,2,,"['1.3 km away', '3 km away', '17.8 km away']"
897,POINT COOK VIC 3030,"2B Bari Mews, POINT COOK VIC 3030",$420,3,2,2,,"['0.3 km away', '1 km away', '1.2 km away']"
898,CRANBOURNE WEST VIC 3977,"4 Knowing Close, CRANBOURNE WEST VIC 3977",$430,4,2,2,,"['0.8 km away', '2.5 km away', '9.5 km away']"
899,STRATHTULLOH VIC 3338,"68 Basildon Crescent, STRATHTULLOH VIC 3338",$420,3,1,2,,"['2.4 km away', '5.1 km away', '2.1 km away']"
900,CHELTENHAM VIC 3192,"39 Farm Road, CHELTENHAM VIC 3192",$580,4,2,2,,"['0.1 km away', '1.5 km away', '4.3 km away']"
901,HAMPTON VIC 3188,"36 Ludstone Street, HAMPTON VIC 3188",$995.00,3,1,4,,"['0.4 km away', '1.8 km away', '4.8 km away']"
902,GOLDEN POINT VIC 3350,"15 James Street, GOLDEN POINT VIC 3350",$390.00,3,1,3,,"['0.7 km away', '3.1 km away', '1.1 km away']"
903,ALTONA MEADOWS VIC 3028,"29 Graham Court, ALTONA MEADOWS VIC 3028",$420,3,1,2,,"['0.6 km away', '2 km away', '4.3 km away']"
904,HEIDELBERG HEIGHTS VIC 3081,"79 Southern Road, HEIDELBERG HEIGHTS VIC 3081",$450,3,2,2,,"['1.7 km away', '1.3 km away', '1.7 km away']"
905,CRANBOURNE VIC 3977,"5 Woodright Circuit, CRANBOURNE VIC 3977",$410.00,5,2,2,,"['1.2 km away', '2.3 km away', '10.4 km away']"
906,GLEN WAVERLEY VIC 3150,"38 Annandale Crescent, GLEN WAVERLEY VIC 3150",$600.00,3,1,2,,"['1 km away', '1.2 km away', '2.7 km away']"
